"Location","Sample","antigen","value","metric","group","samp","conc","ctrl_group","conc_label","which","dups"
"98(2,E2)","Unknown94","CtxB",12912.87109,"Median","Samples","Unknown94",3.90625e-05,"IMM VC pool","1:256000","Claire at icddrb","IMM VC pool_3.90625e-05_CtxB_Claire at icddrb"
"99(2,E3)","Unknown95","CtxB",3621.01001,"Median","Samples","Unknown95",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_CtxB_Claire at icddrb"
"100(2,E4)","Unknown96","CtxB",3049.96606,"Median","Samples","Unknown96",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_CtxB_Claire at icddrb"
"101(2,E5)","Unknown97","CtxB",651.03693,"Median","Samples","Unknown97",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_CtxB_Claire at icddrb"
"102(2,E6)","Unknown98","CtxB",448.34012,"Median","Samples","Unknown98",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_CtxB_Claire at icddrb"
"103(2,E7)","Unknown99","CtxB",135.23302,"Median","Samples","Unknown99",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_CtxB_Claire at icddrb"
"104(2,E8)","Unknown100","CtxB",123.34961,"Median","Samples","Unknown100",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_CtxB_Claire at icddrb"
"105(2,E9)","Unknown101","CtxB",22044.76367,"Median","Samples","Unknown101",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_CtxB_Claire at icddrb"
"106(2,E10)","Unknown102","CtxB",18906.12891,"Median","Samples","Unknown102",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_CtxB_Claire at icddrb"
"107(2,E11)","Unknown103","CtxB",4418.55908,"Median","Samples","Unknown103",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_CtxB_Claire at icddrb"
"108(2,E12)","Unknown104","CtxB",3412.68359,"Median","Samples","Unknown104",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_CtxB_Claire at icddrb"
"109(2,E13)","Unknown105","CtxB",863.39746,"Median","Samples","Unknown105",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_CtxB_Claire at icddrb"
"110(2,E14)","Unknown106","CtxB",842.08105,"Median","Samples","Unknown106",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_CtxB_Claire at icddrb"
"111(2,E15)","Unknown107","CtxB",19650.98438,"Median","Samples","Unknown107",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_CtxB_Claire at icddrb"
"112(2,E16)","Unknown108","CtxB",20146.99414,"Median","Samples","Unknown108",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_CtxB_Claire at icddrb"
"113(2,E17)","Unknown109","CtxB",3963.72266,"Median","Samples","Unknown109",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_CtxB_Claire at icddrb"
"114(2,E18)","Unknown110","CtxB",4406.48975,"Median","Samples","Unknown110",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_CtxB_Claire at icddrb"
"115(2,E19)","Unknown111","CtxB",1008.42041,"Median","Samples","Unknown111",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_CtxB_Claire at icddrb"
"116(2,E20)","Unknown112","CtxB",1037.46814,"Median","Samples","Unknown112",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_CtxB_Claire at icddrb"
"5(2,A5)","Unknown1","Ogawa OSP",163902.09375,"Median","Samples","Unknown1",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_Ogawa OSP_Claire at icddrb"
"6(2,A6)","Unknown2","Ogawa OSP",171202.32812,"Median","Samples","Unknown2",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_Ogawa OSP_Claire at icddrb"
"7(2,A7)","Unknown3","Ogawa OSP",110684.07812,"Median","Samples","Unknown3",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_Ogawa OSP_Claire at icddrb"
"8(2,A8)","Unknown4","Ogawa OSP",104854.13281,"Median","Samples","Unknown4",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_Ogawa OSP_Claire at icddrb"
"9(2,A9)","Unknown5","Ogawa OSP",31364.11914,"Median","Samples","Unknown5",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_Ogawa OSP_Claire at icddrb"
"10(2,A10)","Unknown6","Ogawa OSP",29759.37695,"Median","Samples","Unknown6",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_Ogawa OSP_Claire at icddrb"
"11(2,A11)","Unknown7","Ogawa OSP",7760.32715,"Median","Samples","Unknown7",1.5625e-05,"MGH mixed pool","1:64000","Claire at icddrb","MGH mixed pool_1.5625e-05_Ogawa OSP_Claire at icddrb"
"12(2,A12)","Unknown8","Ogawa OSP",8587.68848,"Median","Samples","Unknown8",1.5625e-05,"MGH mixed pool","1:64000","Claire at icddrb","MGH mixed pool_1.5625e-05_Ogawa OSP_Claire at icddrb"
"13(2,A13)","Unknown9","Ogawa OSP",2160.57544,"Median","Samples","Unknown9",3.90625e-06,"MGH mixed pool","1:256000","Claire at icddrb","MGH mixed pool_3.90625e-06_Ogawa OSP_Claire at icddrb"
"14(2,A14)","Unknown10","Ogawa OSP",2042.43542,"Median","Samples","Unknown10",3.90625e-06,"MGH mixed pool","1:256000","Claire at icddrb","MGH mixed pool_3.90625e-06_Ogawa OSP_Claire at icddrb"
"15(2,A15)","Unknown11","Ogawa OSP",540.10858,"Median","Samples","Unknown11",9.76563e-07,"MGH mixed pool","1:1024000","Claire at icddrb","MGH mixed pool_9.76563e-07_Ogawa OSP_Claire at icddrb"
"16(2,A16)","Unknown12","Ogawa OSP",582.32306,"Median","Samples","Unknown12",9.76563e-07,"MGH mixed pool","1:1024000","Claire at icddrb","MGH mixed pool_9.76563e-07_Ogawa OSP_Claire at icddrb"
"17(2,A17)","Unknown13","Ogawa OSP",148.60722,"Median","Samples","Unknown13",2.44141e-07,"MGH mixed pool","1:4096000","Claire at icddrb","MGH mixed pool_2.44141e-07_Ogawa OSP_Claire at icddrb"
"18(2,A18)","Unknown14","Ogawa OSP",160.40099,"Median","Samples","Unknown14",2.44141e-07,"MGH mixed pool","1:4096000","Claire at icddrb","MGH mixed pool_2.44141e-07_Ogawa OSP_Claire at icddrb"
"19(2,A19)","Unknown15","Ogawa OSP",73.31914,"Median","Samples","Unknown15",6.10352e-08,"MGH mixed pool","1:16384000","Claire at icddrb","MGH mixed pool_6.10352e-08_Ogawa OSP_Claire at icddrb"
"20(2,A20)","Unknown16","Ogawa OSP",73.23613,"Median","Samples","Unknown16",6.10352e-08,"MGH mixed pool","1:16384000","Claire at icddrb","MGH mixed pool_6.10352e-08_Ogawa OSP_Claire at icddrb"
"21(2,A21)","Unknown17","Ogawa OSP",60.46455,"Median","Samples","Unknown17",0.001,"Neg control","0.736111111","Claire at icddrb","Neg control_0.001_Ogawa OSP_Claire at icddrb"
"22(2,A22)","Unknown18","Ogawa OSP",66.22031,"Median","Samples","Unknown18",0.001,"Neg control","0.736111111","Claire at icddrb","Neg control_0.001_Ogawa OSP_Claire at icddrb"
"23(2,A23)","Unknown19","Ogawa OSP",59.25596,"Median","Samples","Unknown19",50,"HlyE mAb","50 ng.mL","Claire at icddrb","HlyE mAb_50_Ogawa OSP_Claire at icddrb"
"24(2,A24)","Unknown20","Ogawa OSP",58.84922,"Median","Samples","Unknown20",50,"HlyE mAb","50 ng.mL","Claire at icddrb","HlyE mAb_50_Ogawa OSP_Claire at icddrb"
"25(2,B1)","Unknown21","Ogawa OSP",61.42578,"Median","Samples","Unknown21",12.5,"HlyE mAb","12.5 ng.mL","Claire at icddrb","HlyE mAb_12.5_Ogawa OSP_Claire at icddrb"
"26(2,B2)","Unknown22","Ogawa OSP",55.97881,"Median","Samples","Unknown22",12.5,"HlyE mAb","12.5 ng.mL","Claire at icddrb","HlyE mAb_12.5_Ogawa OSP_Claire at icddrb"
"27(2,B3)","Unknown23","Ogawa OSP",64.77598,"Median","Samples","Unknown23",3.125,"HlyE mAb","3.125 ng.mL","Claire at icddrb","HlyE mAb_3.125_Ogawa OSP_Claire at icddrb"
"28(2,B4)","Unknown24","Ogawa OSP",57.63897,"Median","Samples","Unknown24",3.125,"HlyE mAb","3.125 ng.mL","Claire at icddrb","HlyE mAb_3.125_Ogawa OSP_Claire at icddrb"
"29(2,B5)","Unknown25","Ogawa OSP",59.77227,"Median","Samples","Unknown25",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at icddrb","HlyE mAb_0.78125_Ogawa OSP_Claire at icddrb"
"30(2,B6)","Unknown26","Ogawa OSP",59.26094,"Median","Samples","Unknown26",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at icddrb","HlyE mAb_0.78125_Ogawa OSP_Claire at icddrb"
"31(2,B7)","Unknown27","Ogawa OSP",59.32568,"Median","Samples","Unknown27",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at icddrb","HlyE mAb_0.1953125_Ogawa OSP_Claire at icddrb"
"32(2,B8)","Unknown28","Ogawa OSP",58.37109,"Median","Samples","Unknown28",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at icddrb","HlyE mAb_0.1953125_Ogawa OSP_Claire at icddrb"
"33(2,B9)","Unknown29","Ogawa OSP",57.8415,"Median","Samples","Unknown29",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at icddrb","HlyE mAb_0.048828125_Ogawa OSP_Claire at icddrb"
"34(2,B10)","Unknown30","Ogawa OSP",56.02197,"Median","Samples","Unknown30",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at icddrb","HlyE mAb_0.048828125_Ogawa OSP_Claire at icddrb"
"35(2,B11)","Unknown31","Ogawa OSP",57.09443,"Median","Samples","Unknown31",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at icddrb","HlyE mAb_0.012207031_Ogawa OSP_Claire at icddrb"
"36(2,B12)","Unknown32","Ogawa OSP",52.71992,"Median","Samples","Unknown32",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at icddrb","HlyE mAb_0.012207031_Ogawa OSP_Claire at icddrb"
"37(2,B13)","Unknown33","Ogawa OSP",61.5918,"Median","Samples","Unknown33",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at icddrb","HlyE mAb_0.003051758_Ogawa OSP_Claire at icddrb"
"38(2,B14)","Unknown34","Ogawa OSP",54.90469,"Median","Samples","Unknown34",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at icddrb","HlyE mAb_0.003051758_Ogawa OSP_Claire at icddrb"
"39(2,B15)","Unknown35","Ogawa OSP",38673.52734,"Median","Samples","Unknown35",0.01,"MGH VC pool","0.111111111","Claire at icddrb","MGH VC pool_0.01_Ogawa OSP_Claire at icddrb"
"40(2,B16)","Unknown36","Ogawa OSP",41930.66406,"Median","Samples","Unknown36",0.01,"MGH VC pool","0.111111111","Claire at icddrb","MGH VC pool_0.01_Ogawa OSP_Claire at icddrb"
"41(2,B17)","Unknown37","Ogawa OSP",11618.64355,"Median","Samples","Unknown37",0.0025,"MGH VC pool","0.319444444","Claire at icddrb","MGH VC pool_0.0025_Ogawa OSP_Claire at icddrb"
"42(2,B18)","Unknown38","Ogawa OSP",13200.61914,"Median","Samples","Unknown38",0.0025,"MGH VC pool","0.319444444","Claire at icddrb","MGH VC pool_0.0025_Ogawa OSP_Claire at icddrb"
"43(2,B19)","Unknown39","Ogawa OSP",3235.88037,"Median","Samples","Unknown39",0.000625,"MGH VC pool","1.152777778","Claire at icddrb","MGH VC pool_0.000625_Ogawa OSP_Claire at icddrb"
"44(2,B20)","Unknown40","Ogawa OSP",3097.11768,"Median","Samples","Unknown40",0.000625,"MGH VC pool","1.152777778","Claire at icddrb","MGH VC pool_0.000625_Ogawa OSP_Claire at icddrb"
"45(2,B21)","Unknown41","Ogawa OSP",893.0661,"Median","Samples","Unknown41",0.00015625,"MGH VC pool","1:64000","Claire at icddrb","MGH VC pool_0.00015625_Ogawa OSP_Claire at icddrb"
"46(2,B22)","Unknown42","Ogawa OSP",864.48651,"Median","Samples","Unknown42",0.00015625,"MGH VC pool","1:64000","Claire at icddrb","MGH VC pool_0.00015625_Ogawa OSP_Claire at icddrb"
"47(2,B23)","Unknown43","Ogawa OSP",205.4875,"Median","Samples","Unknown43",3.90625e-05,"MGH VC pool","1:256000","Claire at icddrb","MGH VC pool_3.90625e-05_Ogawa OSP_Claire at icddrb"
"48(2,B24)","Unknown44","Ogawa OSP",191.97383,"Median","Samples","Unknown44",3.90625e-05,"MGH VC pool","1:256000","Claire at icddrb","MGH VC pool_3.90625e-05_Ogawa OSP_Claire at icddrb"
"49(2,C1)","Unknown45","Ogawa OSP",82.36367,"Median","Samples","Unknown45",9.765625e-06,"MGH VC pool","1:1024000","Claire at icddrb","MGH VC pool_9.765625e-06_Ogawa OSP_Claire at icddrb"
"50(2,C2)","Unknown46","Ogawa OSP",91.61406,"Median","Samples","Unknown46",9.765625e-06,"MGH VC pool","1:1024000","Claire at icddrb","MGH VC pool_9.765625e-06_Ogawa OSP_Claire at icddrb"
"51(2,C3)","Unknown47","Ogawa OSP",67.30273,"Median","Samples","Unknown47",2.44140625e-06,"MGH VC pool","1:4096000","Claire at icddrb","MGH VC pool_2.44140625e-06_Ogawa OSP_Claire at icddrb"
"52(2,C4)","Unknown48","Ogawa OSP",66.39297,"Median","Samples","Unknown48",2.44140625e-06,"MGH VC pool","1:4096000","Claire at icddrb","MGH VC pool_2.44140625e-06_Ogawa OSP_Claire at icddrb"
"54(2,C6)","Unknown50","Ogawa OSP",NA,"Median","Samples","Unknown50",6.103515625e-07,"MGH VC pool","1:16384000","Claire at icddrb","MGH VC pool_6.103515625e-07_Ogawa OSP_Claire at icddrb"
"53(2,C5)","Unknown49","Ogawa OSP",56.3623,"Median","Samples","Unknown49",6.103515625e-07,"MGH VC pool","1:16384000","Claire at icddrb","MGH VC pool_6.103515625e-07_Ogawa OSP_Claire at icddrb"
"55(2,C7)","Unknown51","Ogawa OSP",113.15127,"Median","Samples","Unknown51",0.001,"MGH Typhi HL","0.736111111","Claire at icddrb","MGH Typhi HL_0.001_Ogawa OSP_Claire at icddrb"
"56(2,C8)","Unknown52","Ogawa OSP",94.91446,"Median","Samples","Unknown52",0.001,"MGH Typhi HL","0.736111111","Claire at icddrb","MGH Typhi HL_0.001_Ogawa OSP_Claire at icddrb"
"57(2,C9)","Unknown53","Ogawa OSP",76.43359,"Median","Samples","Unknown53",0.00025,"MGH Typhi HL","2.819444444","Claire at icddrb","MGH Typhi HL_0.00025_Ogawa OSP_Claire at icddrb"
"58(2,C10)","Unknown54","Ogawa OSP",68.27226,"Median","Samples","Unknown54",0.00025,"MGH Typhi HL","2.819444444","Claire at icddrb","MGH Typhi HL_0.00025_Ogawa OSP_Claire at icddrb"
"59(2,C11)","Unknown55","Ogawa OSP",58.8957,"Median","Samples","Unknown55",6.25e-05,"MGH Typhi HL","1:16000","Claire at icddrb","MGH Typhi HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"60(2,C12)","Unknown56","Ogawa OSP",66.26846,"Median","Samples","Unknown56",6.25e-05,"MGH Typhi HL","1:16000","Claire at icddrb","MGH Typhi HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"61(2,C13)","Unknown57","Ogawa OSP",11718.64453,"Median","Samples","Unknown57",0.001,"MGH Cholera HL","0.736111111","Claire at icddrb","MGH Cholera HL_0.001_Ogawa OSP_Claire at icddrb"
"62(2,C14)","Unknown58","Ogawa OSP",13326.64844,"Median","Samples","Unknown58",0.001,"MGH Cholera HL","0.736111111","Claire at icddrb","MGH Cholera HL_0.001_Ogawa OSP_Claire at icddrb"
"63(2,C15)","Unknown59","Ogawa OSP",2070.87231,"Median","Samples","Unknown59",0.00025,"MGH Cholera HL","2.819444444","Claire at icddrb","MGH Cholera HL_0.00025_Ogawa OSP_Claire at icddrb"
"64(2,C16)","Unknown60","Ogawa OSP",3041.57886,"Median","Samples","Unknown60",0.00025,"MGH Cholera HL","2.819444444","Claire at icddrb","MGH Cholera HL_0.00025_Ogawa OSP_Claire at icddrb"
"65(2,C17)","Unknown61","Ogawa OSP",651.12323,"Median","Samples","Unknown61",6.25e-05,"MGH Cholera HL","1:16000","Claire at icddrb","MGH Cholera HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"66(2,C18)","Unknown62","Ogawa OSP",690.97363,"Median","Samples","Unknown62",6.25e-05,"MGH Cholera HL","1:16000","Claire at icddrb","MGH Cholera HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"67(2,C19)","Unknown63","Ogawa OSP",587.67206,"Median","Samples","Unknown63",0.001,"MGH Shigella HL","0.736111111","Claire at icddrb","MGH Shigella HL_0.001_Ogawa OSP_Claire at icddrb"
"68(2,C20)","Unknown64","Ogawa OSP",973.20349,"Median","Samples","Unknown64",0.001,"MGH Shigella HL","0.736111111","Claire at icddrb","MGH Shigella HL_0.001_Ogawa OSP_Claire at icddrb"
"69(2,C21)","Unknown65","Ogawa OSP",213.25371,"Median","Samples","Unknown65",0.00025,"MGH Shigella HL","2.819444444","Claire at icddrb","MGH Shigella HL_0.00025_Ogawa OSP_Claire at icddrb"
"70(2,C22)","Unknown66","Ogawa OSP",230.17403,"Median","Samples","Unknown66",0.00025,"MGH Shigella HL","2.819444444","Claire at icddrb","MGH Shigella HL_0.00025_Ogawa OSP_Claire at icddrb"
"71(2,C23)","Unknown67","Ogawa OSP",96.41856,"Median","Samples","Unknown67",6.25e-05,"MGH Shigella HL","1:16000","Claire at icddrb","MGH Shigella HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"72(2,C24)","Unknown68","Ogawa OSP",106.67666,"Median","Samples","Unknown68",6.25e-05,"MGH Shigella HL","1:16000","Claire at icddrb","MGH Shigella HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"73(2,D1)","Unknown69","Ogawa OSP",170754.04688,"Median","Samples","Unknown69",0.001,"IMM mixed pool","0.736111111","Claire at icddrb","IMM mixed pool_0.001_Ogawa OSP_Claire at icddrb"
"74(2,D2)","Unknown70","Ogawa OSP",173954.375,"Median","Samples","Unknown70",0.001,"IMM mixed pool","0.736111111","Claire at icddrb","IMM mixed pool_0.001_Ogawa OSP_Claire at icddrb"
"75(2,D3)","Unknown71","Ogawa OSP",99087.49219,"Median","Samples","Unknown71",0.00025,"IMM mixed pool","2.819444444","Claire at icddrb","IMM mixed pool_0.00025_Ogawa OSP_Claire at icddrb"
"76(2,D4)","Unknown72","Ogawa OSP",110328.09375,"Median","Samples","Unknown72",0.00025,"IMM mixed pool","2.819444444","Claire at icddrb","IMM mixed pool_0.00025_Ogawa OSP_Claire at icddrb"
"77(2,D5)","Unknown73","Ogawa OSP",22822.86914,"Median","Samples","Unknown73",6.25e-05,"IMM mixed pool","1:16000","Claire at icddrb","IMM mixed pool_6.25e-05_Ogawa OSP_Claire at icddrb"
"78(2,D6)","Unknown74","Ogawa OSP",24128.93945,"Median","Samples","Unknown74",6.25e-05,"IMM mixed pool","1:16000","Claire at icddrb","IMM mixed pool_6.25e-05_Ogawa OSP_Claire at icddrb"
"79(2,D7)","Unknown75","Ogawa OSP",5009.81006,"Median","Samples","Unknown75",1.5625e-05,"IMM mixed pool","1:64000","Claire at icddrb","IMM mixed pool_1.5625e-05_Ogawa OSP_Claire at icddrb"
"80(2,D8)","Unknown76","Ogawa OSP",5898.32617,"Median","Samples","Unknown76",1.5625e-05,"IMM mixed pool","1:64000","Claire at icddrb","IMM mixed pool_1.5625e-05_Ogawa OSP_Claire at icddrb"
"81(2,D9)","Unknown77","Ogawa OSP",1173.79028,"Median","Samples","Unknown77",3.90625e-06,"IMM mixed pool","1:256000","Claire at icddrb","IMM mixed pool_3.90625e-06_Ogawa OSP_Claire at icddrb"
"82(2,D10)","Unknown78","Ogawa OSP",1014.6344,"Median","Samples","Unknown78",3.90625e-06,"IMM mixed pool","1:256000","Claire at icddrb","IMM mixed pool_3.90625e-06_Ogawa OSP_Claire at icddrb"
"83(2,D11)","Unknown79","Ogawa OSP",251.36426,"Median","Samples","Unknown79",9.76563e-07,"IMM mixed pool","1:1024000","Claire at icddrb","IMM mixed pool_9.76563e-07_Ogawa OSP_Claire at icddrb"
"84(2,D12)","Unknown80","Ogawa OSP",269.32382,"Median","Samples","Unknown80",9.76563e-07,"IMM mixed pool","1:1024000","Claire at icddrb","IMM mixed pool_9.76563e-07_Ogawa OSP_Claire at icddrb"
"85(2,D13)","Unknown81","Ogawa OSP",97.36318,"Median","Samples","Unknown81",2.44141e-07,"IMM mixed pool","1:4096000","Claire at icddrb","IMM mixed pool_2.44141e-07_Ogawa OSP_Claire at icddrb"
"86(2,D14)","Unknown82","Ogawa OSP",87.79902,"Median","Samples","Unknown82",2.44141e-07,"IMM mixed pool","1:4096000","Claire at icddrb","IMM mixed pool_2.44141e-07_Ogawa OSP_Claire at icddrb"
"87(2,D15)","Unknown83","Ogawa OSP",59.7291,"Median","Samples","Unknown83",6.10352e-08,"IMM mixed pool","1:16384000","Claire at icddrb","IMM mixed pool_6.10352e-08_Ogawa OSP_Claire at icddrb"
"88(2,D16)","Unknown84","Ogawa OSP",59.67598,"Median","Samples","Unknown84",6.10352e-08,"IMM mixed pool","1:16384000","Claire at icddrb","IMM mixed pool_6.10352e-08_Ogawa OSP_Claire at icddrb"
"89(2,D17)","Unknown85","Ogawa OSP",62307.98828,"Median","Samples","Unknown85",0.01,"IMM VC pool","0.111111111","Claire at icddrb","IMM VC pool_0.01_Ogawa OSP_Claire at icddrb"
"90(2,D18)","Unknown86","Ogawa OSP",56058.86328,"Median","Samples","Unknown86",0.01,"IMM VC pool","0.111111111","Claire at icddrb","IMM VC pool_0.01_Ogawa OSP_Claire at icddrb"
"91(2,D19)","Unknown87","Ogawa OSP",97696.77344,"Median","Samples","Unknown87",0.0025,"IMM VC pool","0.319444444","Claire at icddrb","IMM VC pool_0.0025_Ogawa OSP_Claire at icddrb"
"92(2,D20)","Unknown88","Ogawa OSP",101251.24219,"Median","Samples","Unknown88",0.0025,"IMM VC pool","0.319444444","Claire at icddrb","IMM VC pool_0.0025_Ogawa OSP_Claire at icddrb"
"93(2,D21)","Unknown89","Ogawa OSP",87471.4375,"Median","Samples","Unknown89",0.000625,"IMM VC pool","1.152777778","Claire at icddrb","IMM VC pool_0.000625_Ogawa OSP_Claire at icddrb"
"94(2,D22)","Unknown90","Ogawa OSP",94566.48438,"Median","Samples","Unknown90",0.000625,"IMM VC pool","1.152777778","Claire at icddrb","IMM VC pool_0.000625_Ogawa OSP_Claire at icddrb"
"95(2,D23)","Unknown91","Ogawa OSP",36497.63672,"Median","Samples","Unknown91",0.00015625,"IMM VC pool","1:64000","Claire at icddrb","IMM VC pool_0.00015625_Ogawa OSP_Claire at icddrb"
"96(2,D24)","Unknown92","Ogawa OSP",38803.69531,"Median","Samples","Unknown92",0.00015625,"IMM VC pool","1:64000","Claire at icddrb","IMM VC pool_0.00015625_Ogawa OSP_Claire at icddrb"
"97(2,E1)","Unknown93","Ogawa OSP",13663.06641,"Median","Samples","Unknown93",3.90625e-05,"IMM VC pool","1:256000","Claire at icddrb","IMM VC pool_3.90625e-05_Ogawa OSP_Claire at icddrb"
"98(2,E2)","Unknown94","Ogawa OSP",10760.48047,"Median","Samples","Unknown94",3.90625e-05,"IMM VC pool","1:256000","Claire at icddrb","IMM VC pool_3.90625e-05_Ogawa OSP_Claire at icddrb"
"99(2,E3)","Unknown95","Ogawa OSP",3158.55518,"Median","Samples","Unknown95",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_Ogawa OSP_Claire at icddrb"
"100(2,E4)","Unknown96","Ogawa OSP",3052.46802,"Median","Samples","Unknown96",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_Ogawa OSP_Claire at icddrb"
"101(2,E5)","Unknown97","Ogawa OSP",707.42249,"Median","Samples","Unknown97",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_Ogawa OSP_Claire at icddrb"
"102(2,E6)","Unknown98","Ogawa OSP",485.00305,"Median","Samples","Unknown98",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_Ogawa OSP_Claire at icddrb"
"103(2,E7)","Unknown99","Ogawa OSP",140.27988,"Median","Samples","Unknown99",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_Ogawa OSP_Claire at icddrb"
"104(2,E8)","Unknown100","Ogawa OSP",137.14384,"Median","Samples","Unknown100",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_Ogawa OSP_Claire at icddrb"
"105(2,E9)","Unknown101","Ogawa OSP",257.6712,"Median","Samples","Unknown101",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_Ogawa OSP_Claire at icddrb"
"106(2,E10)","Unknown102","Ogawa OSP",223.25449,"Median","Samples","Unknown102",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_Ogawa OSP_Claire at icddrb"
"107(2,E11)","Unknown103","Ogawa OSP",109.92891,"Median","Samples","Unknown103",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_Ogawa OSP_Claire at icddrb"
"108(2,E12)","Unknown104","Ogawa OSP",88.43652,"Median","Samples","Unknown104",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_Ogawa OSP_Claire at icddrb"
"109(2,E13)","Unknown105","Ogawa OSP",84.48369,"Median","Samples","Unknown105",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"110(2,E14)","Unknown106","Ogawa OSP",75.09883,"Median","Samples","Unknown106",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"111(2,E15)","Unknown107","Ogawa OSP",2155.11035,"Median","Samples","Unknown107",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_Ogawa OSP_Claire at icddrb"
"112(2,E16)","Unknown108","Ogawa OSP",2242.67847,"Median","Samples","Unknown108",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_Ogawa OSP_Claire at icddrb"
"113(2,E17)","Unknown109","Ogawa OSP",516.07617,"Median","Samples","Unknown109",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_Ogawa OSP_Claire at icddrb"
"114(2,E18)","Unknown110","Ogawa OSP",499.70703,"Median","Samples","Unknown110",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_Ogawa OSP_Claire at icddrb"
